FPR,TPR
0.0,0.0
0.0,0.034482758620689655
0.0,0.3103448275862069
0.1,0.3103448275862069
0.1,0.41379310344827586
0.4,0.7241379310344828
0.5,0.7241379310344828
0.5,0.7931034482758621
0.6,0.7931034482758621
1.0,1.0
