Recall,Precision
1.0,0.7435897435897436
0.7931034482758621,0.7931034482758621
0.7931034482758621,0.8214285714285714
0.7586206896551724,0.8148148148148148
0.7241379310344828,0.8076923076923077
0.7241379310344828,0.84
0.41379310344827586,0.9230769230769231
0.3793103448275862,0.9166666666666666
0.3448275862068966,0.9090909090909091
0.3103448275862069,0.9
0.3103448275862069,1.0
0.034482758620689655,1.0
0.0,1.0
